TRAVMONTH,TRAVYEAR,TRAVDATE,TRAVDOW,HHID,HHSIZE,OWNDWELL,YEARSLIVED,MONTHSLIVED,BICYCLES,CARS,HHINC,HOME_SA1_2016,WDHHWGT11
7,2009,24,5,SC09H230212,3,1,1,0,0,2,1075,3142727,45.4505500793457
9,2009,10,4,SC09H250939,3,1,19,2,0,2,900,3154843,51.51612854003906
7,2009,21,2,SC09H260202,3,1,4,9,4,2,2650,3141402,45.4505500793457
9,2009,7,1,SC09H260922,3,1,8,11,1,2,2350,3141315,45.4505500793457
9,2009,17,4,SC09H261011,3,3,3,5,0,2,1550,3141420,45.4505500793457
7,2009,29,3,SC09H270338,5,1,10,7,1,2,1300,3141440,39.8301887512207
9,2009,14,1,SC09H271015,7,3,0,3,0,2,1600,3141429,39.8301887512207
7,2009,28,2,SC09H290337,5,1,13,0,7,2,475,3141715,40.32653045654297
8,2009,21,5,SC09H290605,4,1,16,0,4,2,3075,3142406,45.530120849609375
8,2009,21,5,SC09H290626,3,1,20,0,2,2,150,3142411,35.926605224609375
11,2011,11,5,SC11H040313,3,1,4,0,0,2,2375,3141411,45.4505500793457
9,2010,6,1,SF10H010931,3,1,0,3,0,2,2550,3129623,77.6956558227539
9,2010,7,2,SF10H020937,5,1,0,4,2,2,1225,3129620,105.20429992675781
4,2009,24,5,BNE09H010119,4,2,9,3,6,2,2125,3137923,106.78125
5,2009,12,2,BNE09H010416,4,2,14,8,2,2,2975,3137502,106.78125
6,2009,24,3,BNE09H011003,3,2,15,0,4,2,1525,3136703,114.8494644165039
5,2009,12,2,BNE09H020402,3,2,23,8,0,2,1800,3104130,178.86207580566406
5,2009,1,5,BNE09H040219,5,2,5,2,6,2,5000,3112908,162.21739196777344
4,2009,29,3,BNE09H040238,5,2,15,5,9,2,1150,3112908,162.21739196777344
6,2009,2,2,BNE09H040730,3,2,9,6,2,2,1600,3103210,164.08474731445312
5,2009,21,4,BNE09H050525,3,2,13,6,0,2,1900,3100736,132.06024169921875
5,2009,20,3,BNE09H060531,4,2,12,0,3,2,1475,3132914,191.0181884765625
4,2009,21,2,BNE09H070123,4,2,4,9,4,2,3025,3132121,67.2872314453125
4,2009,28,2,BNE09H070216,4,2,16,0,0,2,2675,3132027,67.2872314453125
6,2009,12,5,BNE09H070833,3,2,2,2,0,2,1925,3131903,186.90164184570312
5,2009,8,5,BNE09H090340,5,2,2,0,2,2,3000,3111806,114.23076629638672
5,2009,6,3,BNE09H110310,4,2,10,0,3,2,1600,3105328,98.11627960205078
4,2009,30,4,BNE09H130225,4,2,7,0,2,2,1000,3111713,98.11627960205078
6,2009,16,2,BNE09H140923,3,2,9,6,0,2,1500,3129718,77.6956558227539
4,2009,23,4,BNE09H150132,3,2,12,1,3,2,2225,3101606,130.46340942382812
5,2009,8,5,BNE09H150319,3,2,4,7,2,2,3500,3106110,140.05618286132812
6,2009,16,2,BNE09H150930,4,2,11,9,3,2,2025,3129722,67.2872314453125
5,2009,7,4,BNE09H170325,5,2,7,1,5,2,2600,3107317,160.05262756347656
5,2009,5,2,BNE09H180316,3,2,6,5,1,2,2700,3107322,140.05618286132812
6,2009,24,3,BNE09H181003,6,2,6,4,5,2,3375,3129316,105.20429992675781
6,2009,26,5,BNE09H181033,4,2,2,8,0,2,3075,3129306,67.2872314453125
7,2009,14,2,BNE09H320123,4,2,31,0,0,2,3925,3136504,106.78125
9,2009,17,4,BNE09H321032,3,2,7,2,2,2,4300,3136523,114.8494644165039
10,2011,18,2,BNE11H010131,3,2,13,6,1,2,4025,3100113,132.06024169921875
10,2011,21,5,BNE11H010755,5,2,16,10,2,2,4175,3105917,114.23076629638672
10,2011,26,3,BNE11H020246,5,2,4,5,5,2,2075,3102514,189.14285278320312
11,2011,15,2,BNE11H050231,4,2,8,7,3,2,3700,3110406,115.8396224975586
11,2011,18,5,BNE11H050306,3,2,17,1,2,2,NA,3100906,132.06024169921875
3,2012,1,4,BNE12H120719,3,2,2,8,2,2,NA,3106505,130.46340942382812
3,2012,2,5,BNE12H120827,3,2,31,10,4,2,3150,3130704,132.06024169921875
3,2012,9,5,BNE12H130234,4,2,19,4,0,2,NA,3108901,115.8396224975586
3,2012,9,5,BNE12H130448,3,2,4,2,2,2,7500,3108804,153.48648071289062
3,2012,23,5,BNE12H150227,3,2,11,6,1,2,4325,3100122,132.06024169921875
5,2012,1,2,BNE12H190403,6,2,4,5,3,2,NA,3131620,239.94595336914062
9,2009,1,2,GC09H340809,4,2,0,10,4,2,2300,3125405,90.7021255493164
7,2009,24,5,GC09H360233,4,2,0,2,4,2,1400,3123711,51.69444274902344
9,2009,4,5,GC09H360805,3,2,15,5,0,2,600,3125218,51.8597297668457
9,2009,17,4,GC09H361032,3,2,4,6,4,2,2125,3123718,51.8597297668457
8,2009,5,3,GC09H420417,3,2,11,0,1,2,2600,3124630,51.8597297668457
8,2009,19,3,GC09H420603,4,2,4,6,0,2,1350,3122401,53.9052619934082
9,2009,15,2,GC09H421009,4,2,3,7,3,2,3650,3126714,51.69444274902344
7,2009,14,2,GC09H430123,4,2,2,6,2,2,2175,3126003,51.69444274902344
8,2009,3,1,GC09H440408,4,2,4,11,1,2,2825,3126148,51.69444274902344
9,2009,4,5,GC09H440812,4,2,8,3,1,2,3200,3122809,53.9052619934082
9,2009,8,2,GC09H440916,4,2,8,0,0,2,2825,3122830,53.9052619934082
9,2009,8,2,GC09H440923,5,2,2,11,5,2,2425,3122823,64.51351165771484
7,2009,13,1,GC09H450108,3,2,20,6,0,2,2250,3122605,49.80821990966797
7,2009,13,1,GC09H460122,4,2,11,0,4,2,3950,3122503,46.16312026977539
7,2009,30,4,GC09H460332,4,2,2,6,0,2,1550,3124415,46.16312026977539
8,2009,3,1,GC09H470422,4,2,21,4,1,2,2375,3124306,46.16312026977539
7,2009,23,4,GC09H480239,3,2,25,0,2,2,3250,3124317,49.80821990966797
9,2009,7,1,GC09H480929,5,2,2,1,3,2,1475,3123207,58.19047546386719
1,2012,25,3,GC12H070434,3,2,3,11,2,2,NA,3124620,51.8597297668457
3,2012,5,1,GC12H130123,4,2,9,0,4,2,NA,3125905,53.9052619934082
3,2012,26,1,GC12H160356,4,2,12,0,2,2,NA,3122805,53.9052619934082
7,2009,27,1,SC09H210301,4,2,6,4,4,2,2175,3142603,24.490909576416016
7,2009,27,1,SC09H210329,3,2,0,3,3,2,2300,3142603,23.901639938354492
8,2009,20,4,SC09H210632,4,2,5,6,5,2,3100,3143709,60.70000076293945
9,2009,7,1,SC09H210915,3,2,7,1,1,2,1100,3142524,23.901639938354492
9,2009,14,1,SC09H211022,3,2,7,0,2,2,825,3154702,124.0999984741211
8,2009,17,1,SC09H250629,5,2,5,0,2,2,2275,3154823,74.85713958740234
7,2009,17,5,SC09H280105,6,2,3,8,2,2,3325,3142403,40.32653045654297
7,2009,22,3,SC09H280203,6,2,6,3,0,2,2800,3144231,51.42856979370117
8,2009,3,1,SC09H300415,4,2,11,6,3,2,2600,3142001,45.530120849609375
9,2009,2,3,SC09H300831,4,2,7,9,2,2,2700,3142031,45.530120849609375
2,2012,7,2,SC12H090631,4,2,11,0,4,2,NA,3142728,36.41904830932617
7,2009,20,1,GC09H450208,2,1,6,11,2,1,650,3122604,62.3125
9,2009,2,3,SC09H290803,2,1,4,2,0,1,700,3144223,70.54838562011719
2,2012,28,2,SC12H120503,3,1,15,0,3,1,NA,3142805,45.4505500793457
6,2009,23,2,BNE09H141023,2,1,5,6,1,0,1650,3128734,76.33904266357422
2,2012,10,5,SC12H090513,2,1,16,0,2,0,NA,3154926,103.4153823852539
6,2009,18,4,BNE09H140918,2,2,12,1,2,0,1200,3129718,76.33904266357422
5,2009,27,3,BNE09H180624,5,1,6,3,5,0,1800,3107626,160.05262756347656
7,2009,27,1,BNE09H330308,2,1,2,11,2,0,1200,3137410,85.70731353759766
8,2009,28,5,GC09H400733,2,2,14,11,0,0,1400,3124838,52.70123291015625
9,2009,4,5,GC09H400826,2,3,2,3,1,0,1450,3126323,52.70123291015625
9,2009,14,1,GC09H481008,3,2,3,2,0,0,1950,3123124,49.80821990966797
9,2009,3,4,SC09H200804,2,2,0,2,2,0,1400,3143510,52.469024658203125
9,2009,2,3,SC09H200810,2,1,1,6,2,0,650,3143510,52.469024658203125
8,2009,28,5,SC09H310712,2,3,5,0,0,0,500,3142116,48.69333267211914
4,2009,23,4,BNE09H010132,4,1,1,2,2,0,2600,3137923,106.78125
6,2009,12,5,BNE09H010812,2,1,19,6,1,0,775,3136514,85.70731353759766
5,2009,5,2,BNE09H020302,2,1,2,0,1,0,525,3138304,147.17808532714844
5,2009,7,4,BNE09H020332,2,1,13,8,0,0,2125,3138325,147.17808532714844
5,2009,20,3,BNE09H020517,2,1,20,0,4,0,3250,3139404,147.17808532714844
5,2009,28,4,BNE09H020625,2,1,11,0,2,0,700,3139109,147.17808532714844
6,2009,22,1,BNE09H021029,2,1,47,4,3,0,700,3137708,147.17808532714844
5,2009,5,2,BNE09H050316,3,3,1,0,0,0,2300,3100125,132.06024169921875
5,2009,20,3,BNE09H050524,2,1,2,1,6,0,1800,3100736,123.78571319580078
6,2009,25,4,BNE09H051011,4,1,7,5,4,0,1475,3113203,115.8396224975586
4,2009,24,5,BNE09H070119,5,4,5,0,2,0,650,3132121,105.20429992675781
5,2009,15,5,BNE09H070405,2,1,29,0,0,0,2600,3131302,76.33904266357422
5,2009,28,4,BNE09H070618,2,1,6,10,1,0,900,3131405,143.4264678955078
5,2009,20,3,BNE09H080517,2,3,0,4,0,0,2500,3110813,109.14705657958984
5,2009,5,2,BNE09H130330,2,1,16,0,0,0,1150,3105706,147.927001953125
4,2009,20,1,BNE09H150136,2,1,11,0,0,0,700,3101606,147.927001953125
6,2009,26,5,BNE09H151040,2,1,37,3,1,0,1200,3129312,76.33904266357422
5,2009,7,4,BNE09H170339,2,1,4,6,0,0,3400,3107316,128.62745666503906
7,2009,13,1,BNE09H310136,2,1,2,1,1,0,500,3136312,85.70731353759766
8,2009,27,4,BNE09H320725,2,1,10,8,1,0,1400,3136306,85.70731353759766
10,2011,24,1,BNE11H020237,2,1,28,2,2,0,775,3102514,151.82638549804687
11,2011,1,2,BNE11H030410,2,3,1,8,0,0,2350,3111730,109.14705657958984
11,2011,8,2,BNE11H040738,2,1,3,6,2,0,NA,3137808,147.17808532714844
11,2011,17,4,BNE11H050305,3,1,14,7,0,0,NA,3100906,132.06024169921875
11,2011,23,3,BNE11H050732,2,1,40,6,3,0,2050,3104417,151.82638549804687
2,2012,13,1,BNE12H100230,2,3,1,8,0,0,2300,3102806,151.82638549804687
3,2012,22,4,BNE12H150426,4,3,4,4,3,0,NA,3111809,98.11627960205078
3,2012,21,3,BNE12H150625,2,1,39,0,0,0,NA,3137106,85.70731353759766
8,2009,27,4,GC09H340732,5,3,1,6,5,0,2825,3125547,90.366668701171875
8,2009,18,2,GC09H350602,2,1,15,5,1,0,0,3123904,66.6209945678711
8,2009,24,1,GC09H350715,2,1,4,1,0,0,2600,3123905,66.6209945678711
9,2009,14,1,GC09H371001,6,1,8,6,6,0,3950,3125222,56.513275146484375
8,2009,5,3,GC09H390417,3,1,14,0,1,0,1225,3126402,51.8597297668457
8,2009,10,1,GC09H400529,3,1,22,10,0,0,1100,3126328,51.8597297668457
8,2009,27,4,GC09H400739,2,4,4,9,2,0,1400,3124838,52.70123291015625
9,2009,18,5,GC09H411033,4,3,0,2,4,0,2000,3124806,51.69444274902344
8,2009,12,3,GC09H420531,2,1,22,0,0,0,1350,3122408,66.6209945678711
8,2009,28,5,GC09H420726,2,1,2,0,0,0,900,3126713,52.70123291015625
7,2009,13,1,GC09H460101,4,1,20,0,5,0,3000,3122501,46.16312026977539
7,2009,29,3,GC09H460303,2,1,6,6,1,0,1000,3124415,62.3125
8,2009,17,1,GC09H480629,5,1,6,0,8,0,2750,3123307,58.19047546386719
11,2011,14,1,GC11H050116,2,1,27,0,0,0,NA,3122802,66.6209945678711
11,2011,22,2,GC11H060603,2,1,11,2,0,0,NA,3122406,66.6209945678711
2,2012,8,3,GC12H090353,8,3,3,9,2,0,NA,3126516,56.513275146484375
7,2009,15,3,SC09H190131,2,1,10,0,2,0,3600,3154301,52.469024658203125
8,2009,7,5,SC09H190412,2,1,11,0,1,0,1000,3143514,52.469024658203125
8,2009,17,1,SC09H190608,2,1,2,8,5,0,1400,3143827,52.469024658203125
8,2009,28,5,SC09H190726,1,1,10,0,0,0,500,3143824,70.73999786376953
9,2009,4,5,SC09H200833,4,4,4,0,3,0,500,3143507,60.70000076293945
8,2009,6,4,SC09H210404,4,1,1,6,4,0,1400,3142537,24.490909576416016
8,2009,19,3,SC09H210603,1,1,20,0,0,0,700,3143710,70.73999786376953
9,2009,10,4,SC09H220925,2,3,0,6,2,0,2150,3144020,70.54838562011719
7,2009,20,1,SC09H230236,2,1,8,0,2,0,1475,3142727,35.868167877197266
8,2009,28,5,SC09H230733,2,1,34,0,1,0,1800,3154604,40.19565200805664
9,2009,2,3,SC09H240831,2,1,1,2,2,0,2350,3142715,35.868167877197266
7,2009,24,5,SC09H260240,5,1,7,8,4,0,2125,3141412,39.8301887512207
9,2009,15,2,SC09H261037,2,3,0,2,0,0,2125,3141419,35.868167877197266
7,2009,24,5,SC09H270212,5,1,4,0,4,0,3650,3141410,39.8301887512207
7,2009,29,3,SC09H270317,3,1,1,5,0,0,2125,3141438,45.4505500793457
7,2009,30,4,SC09H270339,3,1,6,3,3,0,575,3141440,45.4505500793457
8,2009,3,1,SC09H270408,2,1,10,0,0,0,3650,3141804,48.69333267211914
9,2009,15,2,SC09H271030,5,3,3,3,4,0,1225,3141411,39.8301887512207
7,2009,14,2,SC09H280116,2,3,0,2,0,0,1850,3142403,48.69333267211914
7,2009,29,3,SC09H280338,2,1,5,10,0,0,1650,3141722,48.69333267211914
9,2009,18,5,SC09H281005,3,1,2,8,1,0,1525,3142327,35.926605224609375
8,2009,26,3,SC09H290703,6,1,8,1,5,0,1275,3144223,51.42856979370117
7,2009,28,2,SC09H300330,3,3,0,2,3,0,1150,3142111,35.926605224609375
10,2011,18,2,SC11H010303,2,1,11,3,0,0,NA,3141813,48.69333267211914
11,2011,8,2,SC11H040303,4,1,11,0,1,0,NA,3141411,36.41904830932617
5,2012,4,5,SC12H190320,2,1,4,3,1,0,NA,3142102,48.69333267211914
9,2010,13,1,SF10H011016,6,3,0,6,0,0,2075,3130401,105.20429992675781
8,2010,17,2,SF10H020612,2,1,4,9,0,0,1825,3130409,76.33904266357422
8,2010,23,1,SF10H020726,4,1,2,1,2,0,1450,3130428,67.2872314453125
8,2010,24,2,SF10H020742,2,1,1,8,1,0,400,3130426,76.33904266357422
5,2009,28,4,BNE09H060604,2,2,25,6,0,0,2350,3133613,143.4264678955078
4,2009,30,4,BNE09H170232,2,2,5,0,2,0,2150,3106407,147.927001953125
6,2009,11,4,BNE09H170818,1,2,5,8,0,0,500,3127337,130.4712677001953
6,2009,17,3,BNE09H180910,2,2,8,3,0,0,1800,3130320,76.33904266357422
8,2009,17,1,BNE09H320622,2,2,12,8,0,0,2825,3136520,85.70731353759766
7,2009,28,2,BNE09H330302,2,2,9,5,3,0,1650,3137410,85.70731353759766
1,2012,30,1,BNE12H080316,2,2,3,3,0,0,1100,3131403,143.4264678955078
9,2009,11,5,GC09H350926,1,2,13,8,1,0,900,3125314,149.5294189453125
9,2009,16,3,GC09H371010,4,2,8,0,0,0,1975,3125224,51.69444274902344
7,2009,14,2,GC09H380123,2,2,10,9,0,0,1650,3126518,52.70123291015625
8,2009,20,4,GC09H420632,2,2,5,0,2,0,2500,3122403,66.6209945678711
9,2009,7,1,GC09H420936,2,2,11,1,2,0,1800,3122411,66.6209945678711
7,2009,13,1,GC09H430129,2,2,2,6,1,0,2050,3126004,52.70123291015625
9,2009,3,4,GC09H430811,2,2,8,0,0,0,825,3125007,52.70123291015625
9,2009,3,4,GC09H440839,2,2,3,0,1,0,3250,3122809,66.6209945678711
9,2009,7,1,GC09H440908,2,2,1,6,0,0,2150,3122823,66.6209945678711
7,2009,20,1,GC09H460229,2,2,11,3,0,0,1350,3124438,62.3125
7,2009,20,1,GC09H480208,1,2,15,0,1,0,700,3124303,92.36283111572266
2,2012,10,5,GC12H090320,2,2,18,0,1,0,NA,3126516,52.70123291015625
9,2009,3,4,SC09H210832,2,2,14,0,2,0,0,3142526,26.953125
7,2009,20,1,SC09H260215,2,2,2,3,4,0,1800,3141402,35.868167877197266
8,2009,11,2,SC09H260516,2,2,4,6,0,0,2500,3144405,103.4153823852539
8,2009,20,4,SC09H260625,2,2,3,9,1,0,500,3142738,35.868167877197266
9,2009,11,5,SC09H280919,2,2,7,0,9,0,2150,3142306,48.69333267211914
7,2009,28,2,SC09H310330,2,2,7,0,2,0,3200,3144106,70.54838562011719
9,2009,10,4,SC09H310918,2,2,18,0,0,0,1025,3142206,48.69333267211914
5,2012,1,2,SC12H190345,2,2,12,5,4,0,500,3142102,48.69333267211914
5,2009,6,3,BNE09H010317,4,2,1,0,0,0,575,3137318,106.78125
6,2009,5,5,BNE09H050712,4,2,2,8,2,0,3000,3100616,91.87096405029297
4,2009,23,4,BNE09H120111,3,2,0,1,2,0,2700,3102009,130.46340942382812
4,2009,22,3,BNE09H120124,4,2,21,0,0,0,3600,3102009,129.11111450195312
5,2009,1,5,BNE09H170240,3,2,4,2,3,0,2600,3106404,130.46340942382812
8,2009,20,4,BNE09H320611,3,2,4,4,0,0,2050,3136518,114.8494644165039
9,2009,16,3,BNE09H321010,3,2,1,11,0,0,2700,3136527,114.8494644165039
11,2011,7,1,BNE11H040409,5,2,11,0,1,0,NA,3108005,160.05262756347656
3,2012,1,4,BNE12H120733,5,2,11,11,5,0,1800,3106505,154.8249969482422
3,2012,27,2,BNE12H160203,7,2,2,2,3,0,NA,3105330,114.23076629638672
8,2009,5,3,GC09H360438,4,2,6,4,4,0,1800,3125215,51.69444274902344
7,2009,14,2,GC09H380102,5,2,2,8,4,0,3200,3126518,56.513275146484375
9,2009,16,3,GC09H411038,5,2,12,0,3,0,900,3124806,56.513275146484375
7,2009,22,3,GC09H420203,4,2,9,0,3,0,2350,3125903,53.9052619934082
7,2009,28,2,GC09H420309,3,2,0,4,2,0,1775,3122417,65.697479248046875
8,2009,4,2,GC09H450423,4,2,7,0,3,0,3600,3124405,46.16312026977539
11,2011,15,2,GC11H050138,4,2,5,0,3,0,NA,3122802,53.9052619934082
9,2009,7,1,SC09H210901,3,2,2,7,2,0,900,3142524,23.901639938354492
8,2009,25,2,SC09H220716,6,2,1,7,4,0,1800,3142520,25.54166603088379
9,2009,8,2,SC09H250937,4,2,3,9,2,0,2300,3154843,55.925926208496094
7,2009,23,4,SC09H280239,3,2,2,10,2,0,2150,3144226,66.4800033569336
8,2009,20,4,SC09H280604,5,2,1,6,5,0,1225,3141501,39.8301887512207
8,2009,25,2,SC09H290702,4,2,3,9,5,0,3250,3144223,40.878047943115234
8,2009,18,2,SC09H310602,4,2,0,8,2,0,700,3143904,40.878047943115234
11,2011,15,2,SC11H050603,4,2,8,7,2,0,NA,3154721,87.633331298828125
5,2009,13,3,BNE09H010424,4,2,1,6,4,0,2825,3137529,106.78125
4,2009,29,3,BNE09H020217,4,2,5,0,2,0,1525,3104419,205.13043212890625
6,2009,11,4,BNE09H020818,5,2,6,0,3,0,1200,3138916,174
5,2009,14,4,BNE09H040425,3,2,12,0,5,0,3650,3113221,153.48648071289062
5,2009,27,3,BNE09H050617,4,2,0,6,2,0,4300,3100320,91.87096405029297
5,2009,12,2,BNE09H070402,5,2,5,6,5,0,5000,3131302,105.20429992675781
5,2009,12,2,BNE09H100402,5,2,14,0,5,0,1350,3105805,114.23076629638672
4,2009,21,2,BNE09H110130,5,2,5,0,5,0,1650,3102010,154.8249969482422
6,2009,8,1,BNE09H120808,5,2,2,7,1,0,2125,3127510,160.05262756347656
6,2009,16,2,BNE09H140937,4,2,13,6,3,0,1450,3129719,67.2872314453125
6,2009,23,2,BNE09H171023,4,2,5,0,2,0,1400,3129327,67.2872314453125
7,2009,23,4,BNE09H310218,5,2,10,4,6,0,2900,3136708,123.42623138427734
7,2009,22,3,BNE09H310238,4,2,10,9,4,0,1200,3136705,106.78125
8,2009,14,5,BNE09H320505,6,2,0,0,6,0,2900,3136342,123.42623138427734
8,2009,18,2,BNE09H320637,3,2,8,0,1,0,1400,3136520,114.8494644165039
9,2009,10,4,BNE09H320911,6,2,9,3,6,0,2650,3136315,123.42623138427734
7,2009,22,3,BNE09H330203,4,2,0,10,4,0,1525,3136809,106.78125
10,2011,28,5,BNE11H020527,4,2,1,4,5,0,2500,3129006,115.8396224975586
11,2011,14,1,BNE11H050223,4,2,9,0,1,0,NA,3110406,115.8396224975586
11,2011,18,5,BNE11H050434,4,2,7,0,3,0,NA,3100221,129.11111450195312
1,2012,27,5,BNE12H070541,5,2,13,4,4,0,1950,3107206,160.05262756347656
2,2012,17,5,BNE12H100534,5,2,13,2,0,0,NA,3128903,105.20429992675781
2,2012,24,5,BNE12H110806,4,2,4,1,3,0,NA,3138417,188.2985076904297
2,2012,20,1,BNE12H110809,6,2,5,3,5,0,NA,3138417,174
2,2012,21,2,BNE12H110810,3,2,0,10,0,0,NA,3138417,142.96249389648437
3,2012,16,5,BNE12H140113,4,2,9,6,3,0,NA,3101229,91.87096405029297
3,2012,22,4,BNE12H150126,3,2,3,8,0,0,NA,3138802,142.96249389648437
3,2012,30,5,BNE12H160212,4,2,12,0,0,0,NA,3105330,98.11627960205078
3,2012,29,4,BNE12H160629,4,2,2,5,4,0,NA,3102008,129.11111450195312
5,2012,11,5,BNE12H200741,5,2,2,10,3,0,NA,3137331,123.42623138427734
7,2009,17,5,GC09H340126,4,2,1,9,4,0,1150,3125319,90.7021255493164
9,2009,14,1,GC09H341036,4,2,2,10,0,0,1850,3125535,90.7021255493164
9,2009,18,5,GC09H351040,3,2,8,1,1,0,1850,3125830,107.52777862548828
7,2009,15,3,GC09H360138,4,2,3,6,4,0,5000,3124002,53.9052619934082
7,2009,20,1,GC09H370208,5,2,1,3,4,0,3400,3124940,56.513275146484375
8,2009,31,1,GC09H370836,4,2,8,5,3,0,1650,3124008,53.9052619934082
8,2009,5,3,GC09H380431,3,2,15,0,0,0,1650,3123526,51.8597297668457
9,2009,18,5,GC09H381019,4,2,5,1,3,0,1850,3124905,51.69444274902344
8,2009,25,2,GC09H390702,5,2,3,6,5,0,2050,3154015,64.51351165771484
7,2009,20,1,GC09H420215,5,2,0,6,3,0,1600,3125903,64.51351165771484
8,2009,11,2,GC09H440537,5,2,10,8,4,0,2125,3126146,56.513275146484375
8,2009,24,1,GC09H440722,4,2,2,4,4,0,1800,3125017,51.69444274902344
7,2009,22,3,GC09H450210,4,2,8,0,4,0,1025,3122604,46.16312026977539
7,2009,23,4,GC09H450232,3,2,0,8,3,0,5000,3122604,49.80821990966797
7,2009,30,4,GC09H450332,7,2,1,8,4,0,1475,3126228,58.19047546386719
8,2009,21,5,GC09H450612,4,2,6,5,4,0,1800,3122612,46.16312026977539
8,2009,24,1,GC09H460715,3,2,2,11,2,0,1875,3122606,49.80821990966797
9,2009,7,1,GC09H460908,5,2,2,2,4,0,2500,3122624,58.19047546386719
8,2009,3,1,GC09H470429,3,2,5,0,3,0,1800,3124306,49.80821990966797
8,2009,13,4,GC09H470518,4,2,0,8,2,0,4300,3124503,46.16312026977539
8,2009,17,1,GC09H480615,4,2,4,3,5,0,2500,3123307,46.16312026977539
8,2009,26,3,GC09H480717,4,2,8,0,3,0,1150,3124441,46.16312026977539
9,2009,1,2,GC09H480802,3,2,8,4,3,0,2050,3123112,49.80821990966797
11,2011,17,4,GC11H050547,4,2,3,0,4,0,NA,3123330,46.16312026977539
11,2011,22,2,GC11H060424,5,2,10,3,2,0,NA,3126314,56.513275146484375
7,2009,28,2,SC09H190309,4,2,7,9,2,0,1650,3154956,87.633331298828125
7,2009,17,5,SC09H200119,6,2,2,1,6,0,1600,3142503,25.54166603088379
7,2009,22,3,SC09H230203,4,2,5,0,4,0,900,3142740,36.41904830932617
9,2009,18,5,SC09H231019,3,2,2,6,0,0,3200,3154811,51.51612854003906
8,2009,14,5,SC09H270505,4,2,1,7,5,0,1600,3142006,45.530120849609375
8,2009,31,1,SC09H270815,4,2,3,2,1,0,2500,3141504,36.41904830932617
8,2009,11,2,SC09H290502,4,2,8,6,2,0,1400,3141708,45.530120849609375
8,2009,14,5,SC09H290519,4,2,9,0,3,0,1450,3141709,45.530120849609375
8,2009,6,4,SC09H300404,3,2,2,8,3,0,1800,3142003,35.926605224609375
8,2009,31,1,SC09H300836,4,2,2,5,2,0,1850,3142031,45.530120849609375
11,2011,17,4,SC11H050654,6,2,4,4,4,0,1000,3154721,121.15384674072266
3,2012,23,5,SC12H150313,4,2,6,0,4,0,1350,3144111,40.878047943115234
4,2012,23,1,SC12H180808,4,2,5,7,7,0,NA,3142101,45.530120849609375
7,2010,13,2,SF10H010137,4,2,9,1,4,0,2050,3130311,67.2872314453125
9,2010,2,4,SF10H010844,4,2,3,3,1,0,3475,3130408,67.2872314453125
9,2010,9,4,SF10H010909,4,2,3,11,3,0,2900,3129602,67.2872314453125
5,2009,26,2,BNE09H040637,2,1,14,6,0,1,5000,3112203,218.3392791748047
5,2009,15,5,BNE09H100412,3,1,9,0,1,1,2150,3105805,100.38383483886719
4,2009,28,2,BNE09H110237,2,3,1,1,2,1,1800,3111723,109.14705657958984
4,2009,28,2,BNE09H140237,2,2,0,5,0,1,1800,3101806,147.927001953125
6,2009,4,4,BNE09H150704,3,3,2,5,3,1,1150,3109620,153.48648071289062
8,2009,14,5,BNE09H320533,2,1,4,3,0,1,1000,3136343,85.70731353759766
10,2011,18,2,BNE11H010731,2,3,1,0,2,1,5000,3105917,109.14705657958984
11,2011,11,5,BNE11H040220,2,1,7,10,2,1,3000,3100612,123.78571319580078
2,2012,10,5,BNE12H090206,2,1,1,0,0,1,400,3132310,143.4264678955078
2,2012,10,5,BNE12H090213,2,1,0,4,0,1,NA,3132310,143.4264678955078
2,2012,6,1,BNE12H090251,2,1,3,8,2,1,1400,3132310,143.4264678955078
2,2012,23,4,BNE12H110226,2,1,10,0,2,1,1400,3110320,126.5030288696289
2,2012,24,5,BNE12H110606,2,3,0,5,3,1,2575,3100704,123.78571319580078
3,2012,23,5,BNE12H150806,2,1,2,6,1,1,2500,3110929,218.3392791748047
5,2012,2,3,BNE12H190553,5,3,1,4,1,1,NA,3106042,160.05262756347656
5,2012,4,5,BNE12H190720,2,3,0,5,0,1,2450,3105314,109.14705657958984
7,2009,28,2,GC09H360337,2,2,3,9,1,1,2500,3124010,66.6209945678711
7,2009,14,2,GC09H400109,4,2,2,3,3,1,825,3124810,51.69444274902344
9,2009,2,3,GC09H400810,2,3,0,5,0,1,2950,3126323,52.70123291015625
7,2009,14,2,GC09H420130,2,3,0,8,2,1,2350,3122713,66.6209945678711
7,2009,27,1,GC09H440322,4,1,18,0,4,1,1850,3122908,53.9052619934082
7,2009,20,1,GC09H470236,2,1,4,10,0,1,2300,3123311,62.3125
8,2009,20,4,GC09H470632,2,3,4,4,2,1,275,3123413,62.3125
7,2009,17,5,GC09H480105,2,1,3,3,2,1,1475,3123008,62.3125
7,2009,17,5,GC09H480140,3,2,7,0,2,1,2300,3123008,49.80821990966797
8,2009,11,2,GC09H480516,2,3,10,1,2,1,1400,3123118,62.3125
11,2011,3,4,GC11H030126,4,2,5,0,4,1,2825,3126809,53.9052619934082
2,2012,17,5,GC12H100713,4,2,0,9,8,1,1050,3126411,51.69444274902344
3,2012,26,1,GC12H160432,2,3,1,0,1,1,NA,3123829,66.6209945678711
3,2012,28,3,GC12H160516,3,2,4,0,2,1,NA,3123807,65.697479248046875
