TRAVMONTH,TRAVYEAR,TRAVDATE,TRAVDOW,HHID,HHSIZE,OWNDWELL,YEARSLIVED,MONTHSLIVED,BICYCLES,CARS,HHINC,HOME_SA1_2016,WDHHWGT11
5,2009,1,5,BNE09H020233,1,1,16,0,0,1,325,3104419,239.21212768554687
4,2009,28,2,BNE09H020237,1,1,22,0,0,1,325,3104419,239.21212768554687
5,2009,12,2,BNE09H020416,1,1,26,0,0,1,325,3104129,239.21212768554687
6,2009,24,3,BNE09H021003,1,1,35,7,0,1,325,3137712,189.06556701660156
5,2009,8,5,BNE09H030340,1,1,38,3,0,1,325,3138643,189.06556701660156
5,2009,11,1,BNE09H030429,1,1,35,3,0,1,325,3138647,189.06556701660156
5,2009,11,1,BNE09H030436,1,1,28,0,0,1,325,3138601,189.06556701660156
6,2009,8,1,BNE09H040801,1,1,48,6,0,1,325,3110106,167.88571166992187
6,2009,18,4,BNE09H040911,1,1,43,7,0,1,325,3103115,213.21212768554687
6,2009,19,5,BNE09H040940,1,1,53,10,0,1,325,3103116,213.21212768554687
5,2009,22,5,BNE09H060505,1,1,21,0,0,1,325,3132913,139.85365295410156
6,2009,26,5,BNE09H061033,1,1,37,3,0,1,325,3100707,174.229736328125
6,2009,18,4,BNE09H070932,1,1,1,10,0,1,325,3131602,139.85365295410156
6,2009,23,2,BNE09H071023,1,1,17,3,0,1,325,3131706,139.85365295410156
4,2009,24,5,BNE09H090126,1,1,11,1,0,1,325,3102012,155.93975830078125
4,2009,24,5,BNE09H090133,1,1,18,0,0,1,325,3102014,155.93975830078125
4,2009,27,1,BNE09H090201,1,1,19,1,0,1,325,3104803,155.93975830078125
6,2009,17,3,BNE09H090924,1,1,53,1,0,1,325,3108903,167.88571166992187
6,2009,25,4,BNE09H111018,1,1,38,4,0,1,325,3128406,92.913665771484375
6,2009,22,1,BNE09H111036,1,1,38,4,0,1,325,3128406,92.913665771484375
5,2009,1,5,BNE09H120226,1,1,55,0,0,1,325,3101707,155.93975830078125
6,2009,23,2,BNE09H121002,1,1,1,6,0,1,325,3128603,92.913665771484375
5,2009,28,4,BNE09H130618,1,1,43,0,0,1,325,3105918,125.149658203125
5,2009,28,4,BNE09H130639,1,1,45,7,0,1,325,3105918,125.149658203125
6,2009,24,3,BNE09H131031,1,1,13,6,0,1,325,3128711,92.913665771484375
4,2009,21,2,BNE09H140137,1,1,14,0,0,1,325,3102107,155.93975830078125
5,2009,22,5,BNE09H140519,1,1,50,0,0,1,325,3106821,125.149658203125
4,2009,23,4,BNE09H150125,1,1,9,0,0,1,325,3101606,155.93975830078125
6,2009,1,1,BNE09H160701,1,1,30,0,0,1,325,3109610,167.88571166992187
6,2009,22,1,BNE09H161008,1,1,1,9,0,1,325,3129320,92.913665771484375
6,2009,8,1,BNE09H180829,1,1,12,7,0,1,325,3127323,130.4712677001953
6,2009,11,4,BNE09H180839,1,1,7,0,0,1,325,3127323,130.4712677001953
7,2009,13,1,BNE09H320122,1,1,5,4,0,1,325,3136504,107.71222686767578
7,2009,29,3,BNE09H320324,1,1,21,2,0,1,325,3136547,107.71222686767578
8,2009,21,5,BNE09H320640,1,1,14,2,0,1,325,3136520,107.71222686767578
9,2009,4,5,BNE09H320812,1,1,19,8,0,1,325,3136306,107.71222686767578
9,2009,3,4,BNE09H320832,1,1,20,5,0,1,325,3136307,107.71222686767578
9,2009,8,2,BNE09H320923,1,1,22,1,0,1,325,3136305,107.71222686767578
7,2009,20,1,BNE09H330215,1,1,16,8,0,1,325,3136808,107.71222686767578
8,2009,11,2,BNE09H330509,1,1,3,8,0,1,325,3136638,107.71222686767578
8,2009,11,2,BNE09H330516,1,1,10,6,0,1,325,3136638,107.71222686767578
8,2009,31,1,BNE09H330829,1,1,6,9,0,1,325,3136506,107.71222686767578
9,2009,1,2,GC09H340802,1,1,10,0,0,1,325,3125403,149.5294189453125
7,2009,22,3,GC09H350217,1,1,5,9,0,1,325,3123723,61.685394287109375
7,2009,23,4,GC09H350218,1,1,35,11,0,1,325,3123717,61.685394287109375
7,2009,24,5,GC09H360226,1,1,5,0,0,1,325,3123712,61.685394287109375
9,2009,14,1,GC09H361008,1,1,25,10,0,1,325,3123718,61.685394287109375
9,2009,14,1,GC09H361015,1,1,29,9,0,1,325,3123718,61.685394287109375
9,2009,15,2,GC09H361030,1,1,16,0,0,1,325,3123720,61.685394287109375
7,2009,28,2,GC09H370309,1,1,10,0,0,1,325,3123608,100.55367279052734
9,2009,16,3,GC09H381031,1,1,12,9,0,1,325,3124904,61.685394287109375
7,2009,27,1,GC09H390315,1,1,36,0,0,1,325,3154111,100.55367279052734
8,2009,19,3,GC09H390603,1,1,26,0,0,1,325,3154010,100.55367279052734
9,2009,1,2,GC09H390802,1,1,13,0,0,1,325,3123812,100.55367279052734
7,2009,23,4,GC09H400211,1,1,29,0,0,1,325,3126708,61.685394287109375
8,2009,5,3,GC09H400424,1,1,21,2,0,1,325,3124824,61.685394287109375
8,2009,27,4,GC09H400732,1,1,10,3,0,1,325,3124802,61.685394287109375
9,2009,2,3,GC09H400817,1,1,5,7,0,1,325,3126323,61.685394287109375
7,2009,22,3,GC09H420210,1,1,11,8,0,1,325,3125903,100.55367279052734
9,2009,7,1,GC09H420908,1,1,37,6,0,1,325,3122412,100.55367279052734
9,2009,7,1,GC09H420929,1,1,17,0,0,1,325,3122412,100.55367279052734
7,2009,22,3,GC09H430203,1,1,2,6,0,1,325,3126008,61.685394287109375
9,2009,14,1,GC09H431008,1,1,21,0,0,1,325,3122812,100.55367279052734
9,2009,15,2,GC09H431037,1,1,27,0,0,1,325,3122812,100.55367279052734
8,2009,4,2,GC09H440430,1,1,12,0,0,1,325,3126148,61.685394287109375
7,2009,13,1,GC09H450136,1,1,22,1,0,1,325,3122605,92.36283111572266
9,2009,11,5,GC09H460940,1,1,36,9,0,1,325,3122631,92.36283111572266
7,2009,13,1,GC09H470129,1,1,6,3,0,1,325,3123315,92.36283111572266
8,2009,19,3,GC09H480631,1,1,6,5,0,1,325,3123307,92.36283111572266
9,2009,1,2,GC09H480830,1,1,34,0,0,1,325,3123112,92.36283111572266
8,2009,25,2,SC09H190702,1,1,25,4,0,1,325,3143814,70.73999786376953
7,2009,15,3,SC09H210103,1,1,45,0,0,1,325,3142620,40.34000015258789
7,2009,13,1,SC09H210136,1,1,1,10,0,1,325,3142621,40.34000015258789
8,2009,13,4,SC09H210539,1,1,5,4,0,1,325,3154816,62.525001525878906
8,2009,18,2,SC09H210637,1,1,18,8,0,1,325,3143710,70.73999786376953
8,2009,25,2,SC09H210709,1,1,33,0,0,1,325,3154305,70.73999786376953
9,2009,16,3,SC09H211003,1,1,4,0,0,1,325,3154702,139.3040008544922
9,2009,15,2,SC09H211009,1,1,30,0,0,1,325,3154702,139.3040008544922
9,2009,8,2,SC09H230909,1,1,8,0,0,1,325,3154503,62.525001525878906
8,2009,13,4,SC09H240532,1,1,30,0,0,1,325,3141803,48.791046142578125
8,2009,11,2,SC09H240537,1,1,31,0,0,1,325,3141803,48.791046142578125
8,2009,26,3,SC09H240724,1,1,39,6,0,1,325,3154833,62.525001525878906
9,2009,4,5,SC09H240805,1,1,29,0,0,1,325,3142715,56.17293167114258
8,2009,28,5,SC09H250705,1,1,23,0,0,1,325,3142819,56.17293167114258
8,2009,24,1,SC09H250708,1,1,12,7,0,1,325,3142819,56.17293167114258
8,2009,11,2,SC09H270502,1,1,2,9,0,1,325,3142005,48.791046142578125
8,2009,19,3,SC09H270617,1,1,9,2,0,1,325,3141319,56.17293167114258
7,2009,14,2,SC09H280123,1,1,17,0,0,1,325,3142403,48.791046142578125
9,2009,18,5,SC09H281019,1,1,2,6,0,1,325,3142302,48.791046142578125
7,2009,29,3,SC09H290310,1,1,8,3,0,1,325,3141710,48.791046142578125
7,2009,29,3,SC09H290317,1,1,11,11,0,1,325,3141715,48.791046142578125
8,2009,13,4,SC09H300525,1,1,25,0,0,1,325,3142101,48.791046142578125
8,2009,19,3,SC09H300603,1,1,10,2,0,1,325,3141704,48.791046142578125
8,2009,17,1,SC09H300622,1,1,10,0,0,1,325,3141704,48.791046142578125
7,2009,29,3,SC09H310317,1,1,12,3,0,1,325,3144106,91.434783935546875
8,2009,26,3,SC09H310731,1,1,27,6,0,1,325,3142116,48.791046142578125
9,2009,4,5,SC09H310819,1,1,20,0,0,1,325,3142115,48.791046142578125
9,2009,3,4,SC09H310832,1,1,27,8,0,1,325,3142112,48.791046142578125
9,2009,10,4,SC09H310939,1,1,29,0,0,1,325,3142205,48.791046142578125
10,2011,18,2,BNE11H010252,1,1,18,5,0,1,325,3102012,155.93975830078125
10,2011,24,1,BNE11H020102,1,1,44,1,0,1,325,3103421,239.21212768554687
10,2011,27,4,BNE11H020412,1,1,7,5,0,1,325,3129723,92.913665771484375
10,2011,27,4,BNE11H020419,1,1,19,6,0,1,325,3129723,92.913665771484375
11,2011,11,5,BNE11H040255,1,1,11,9,0,1,325,3100612,174.229736328125
11,2011,10,4,BNE11H040726,1,1,4,9,0,1,325,3137808,189.06556701660156
11,2011,22,2,BNE11H060324,1,1,2,0,0,1,325,3131921,139.85365295410156
1,2012,23,1,BNE12H070650,1,1,60,7,0,1,325,3128733,92.913665771484375
2,2012,10,5,BNE12H090755,1,1,15,2,0,1,325,3138918,189.06556701660156
2,2012,9,4,BNE12H090840,1,1,60,0,0,1,325,3103816,239.21212768554687
2,2012,20,1,BNE12H110702,1,1,49,0,0,1,325,3102017,155.93975830078125
2,2012,23,4,BNE12H110705,1,1,50,0,0,1,325,3102017,155.93975830078125
2,2012,23,4,BNE12H110840,1,1,9,0,0,1,325,3138417,189.06556701660156
2,2012,28,2,BNE12H120431,1,1,3,4,0,1,325,3133012,139.85365295410156
3,2012,1,4,BNE12H120740,1,1,50,2,0,1,325,3106505,155.93975830078125
3,2012,15,4,BNE12H140205,1,1,55,6,0,1,325,3103803,239.21212768554687
3,2012,12,1,BNE12H140337,1,1,39,3,0,1,325,3138836,189.06556701660156
3,2012,15,4,BNE12H140440,1,1,50,0,0,1,325,3128420,92.913665771484375
3,2012,16,5,BNE12H140606,1,1,50,0,0,1,325,3128741,92.913665771484375
4,2012,16,1,BNE12H170502,1,1,26,0,0,1,325,3103202,213.21212768554687
4,2012,27,5,BNE12H180441,1,1,54,0,0,1,325,3110106,167.88571166992187
4,2012,26,4,BNE12H180622,1,1,47,8,0,1,325,3104602,239.21212768554687
5,2012,11,5,BNE12H200135,1,1,4,8,0,1,325,3128723,92.913665771484375
10,2011,20,4,GC11H010440,1,1,2,0,0,1,325,3125910,100.55367279052734
10,2011,31,1,GC11H030102,1,1,6,0,0,1,325,3126809,100.55367279052734
11,2011,14,1,GC11H050109,1,1,29,6,0,1,325,3122802,100.55367279052734
11,2011,15,2,GC11H050517,1,1,5,0,0,1,325,3123330,92.36283111572266
3,2012,2,5,GC12H120606,1,1,31,10,0,1,325,3154124,100.55367279052734
4,2012,27,5,GC12H180229,1,1,11,5,0,1,325,3126145,61.685394287109375
7,2010,15,4,SF10H020110,1,1,8,0,0,1,325,3130406,92.913665771484375
7,2010,15,4,SF10H020130,1,1,8,1,0,1,325,3130416,92.913665771484375
6,2009,3,3,BNE09H010731,1,1,2,1,0,1,325,3136224,107.71222686767578
6,2009,10,3,BNE09H010831,1,1,9,2,0,1,325,3136515,107.71222686767578
6,2009,26,5,BNE09H061005,1,1,10,0,0,1,325,3100707,174.229736328125
6,2009,8,1,BNE09H100836,1,1,0,6,0,1,325,3109510,125.149658203125
6,2009,5,5,BNE09H180726,1,1,14,6,0,1,325,3109509,125.149658203125
9,2009,4,5,BNE09H320840,1,1,1,6,0,1,325,3136317,107.71222686767578
10,2011,19,3,BNE11H010739,1,1,18,7,0,1,325,3105917,125.149658203125
1,2012,23,1,BNE12H070508,1,1,6,5,0,1,325,3107206,130.4712677001953
1,2012,25,3,BNE12H070634,1,1,18,8,0,1,325,3128733,92.913665771484375
1,2012,27,5,BNE12H070635,1,1,0,3,0,1,325,3128733,92.913665771484375
2,2012,9,4,BNE12H090226,1,1,2,7,0,1,325,3132310,139.85365295410156
2,2012,10,5,BNE12H090241,1,1,5,0,0,1,325,3132310,139.85365295410156
2,2012,13,1,BNE12H100623,1,1,6,0,0,1,325,3133210,139.85365295410156
5,2012,9,3,BNE12H200139,1,1,2,8,0,1,325,3128723,92.913665771484375
7,2009,20,1,GC09H350215,1,1,6,5,0,1,325,3123723,61.685394287109375
8,2009,10,1,GC09H360536,1,1,8,3,0,1,325,3125225,61.685394287109375
9,2009,1,2,GC09H360816,1,1,2,7,0,1,325,3125231,61.685394287109375
9,2009,8,2,GC09H370902,1,1,5,7,0,1,325,3125632,61.685394287109375
9,2009,11,5,GC09H380933,1,1,15,0,0,1,325,3123839,100.55367279052734
7,2009,29,3,GC09H390338,1,1,14,9,0,1,325,3154134,100.55367279052734
9,2009,11,5,GC09H390905,1,1,16,0,0,1,325,3123811,100.55367279052734
9,2009,14,1,GC09H391008,1,1,20,0,0,1,325,3123829,100.55367279052734
9,2009,18,5,GC09H391033,1,1,22,2,0,1,325,3123829,100.55367279052734
8,2009,11,2,GC09H480523,1,1,30,5,0,1,325,3123119,92.36283111572266
11,2011,3,4,GC11H030133,1,1,11,0,0,1,325,3126809,100.55367279052734
3,2012,26,1,GC12H160426,1,1,24,9,0,1,325,3123829,100.55367279052734
4,2012,17,2,GC12H170103,1,1,11,11,0,1,325,3126330,61.685394287109375
7,2009,16,4,SC09H210111,1,1,15,10,0,1,325,3142621,40.34000015258789
9,2009,16,3,SC09H221024,1,1,10,0,0,1,325,3142511,40.34000015258789
7,2009,27,1,SC09H230336,1,1,7,5,0,1,325,3142729,56.17293167114258
7,2009,15,3,SC09H240131,1,1,18,4,0,1,325,3142806,56.17293167114258
9,2009,18,5,SC09H241005,1,1,10,11,0,1,325,3154804,62.525001525878906
7,2009,16,4,SC09H270118,1,1,3,7,0,1,325,3141602,56.17293167114258
11,2011,7,1,SC11H040309,1,1,7,5,0,1,325,3141411,56.17293167114258
4,2012,24,2,SC12H180345,1,1,0,4,0,1,325,3141421,56.17293167114258
4,2012,27,5,SC12H180347,1,1,18,2,0,1,325,3141421,56.17293167114258
4,2012,23,1,SC12H180350,1,1,1,6,0,1,325,3141421,56.17293167114258
7,2010,30,5,SF10H010315,1,1,2,8,0,1,325,3130317,92.913665771484375
5,2009,15,5,BNE09H010405,1,2,4,3,0,1,325,3137529,107.71222686767578
6,2009,3,3,BNE09H020738,1,3,5,0,0,1,325,3139201,189.06556701660156
6,2009,16,2,BNE09H020937,1,3,3,0,0,1,325,3139318,189.06556701660156
6,2009,24,3,BNE09H021024,1,3,2,0,0,1,325,3137713,189.06556701660156
4,2009,28,2,BNE09H030216,1,3,5,0,0,1,325,3103310,213.21212768554687
6,2009,3,3,BNE09H030731,1,3,6,5,0,1,325,3102912,239.21212768554687
6,2009,26,5,BNE09H061012,1,3,4,5,0,1,325,3100707,174.229736328125
6,2009,15,1,BNE09H090922,1,4,18,2,0,1,325,3108904,167.88571166992187
6,2009,24,3,BNE09H111003,1,3,1,6,0,1,325,3128405,92.913665771484375
4,2009,29,3,BNE09H120224,1,3,25,1,0,1,325,3101707,155.93975830078125
5,2009,25,1,BNE09H120629,1,3,4,7,0,1,325,3105913,125.149658203125
5,2009,20,3,BNE09H140538,1,2,16,0,0,1,325,3106821,125.149658203125
6,2009,22,1,BNE09H151029,1,3,9,4,0,1,325,3129312,92.913665771484375
4,2009,23,4,BNE09H170132,1,2,16,4,0,1,325,3101516,155.93975830078125
5,2009,12,2,BNE09H170402,1,3,17,1,0,1,325,3106706,130.4712677001953
7,2009,24,5,BNE09H320226,1,3,6,10,0,1,325,3136335,107.71222686767578
8,2009,13,4,BNE09H320532,1,3,0,3,0,1,325,3136341,107.71222686767578
9,2009,1,2,BNE09H320823,1,3,6,4,0,1,325,3136317,107.71222686767578
8,2009,18,2,BNE09H330637,1,3,5,3,0,1,325,3136532,107.71222686767578
8,2009,24,1,BNE09H330722,1,3,2,6,0,1,325,3136325,107.71222686767578
9,2009,17,4,BNE09H331011,1,3,1,5,0,1,325,3136533,107.71222686767578
11,2011,4,5,BNE11H030248,1,3,4,7,0,1,325,3137907,107.71222686767578
11,2011,2,3,BNE11H030511,1,3,17,8,0,1,325,3131724,139.85365295410156
1,2012,25,3,BNE12H070340,1,3,0,6,0,1,325,3112218,213.21212768554687
2,2012,21,2,BNE12H110138,1,2,11,7,0,1,325,3130603,174.229736328125
2,2012,27,1,BNE12H120744,1,3,1,10,0,1,325,3106505,155.93975830078125
3,2012,19,1,BNE12H150616,1,2,18,0,0,1,325,3137106,107.71222686767578
3,2012,30,5,BNE12H160736,1,3,19,0,0,1,325,3133321,139.85365295410156
8,2009,3,1,GC09H360401,1,4,17,4,0,1,325,3125237,61.685394287109375
8,2009,21,5,GC09H370619,1,2,3,0,0,1,325,3123509,61.685394287109375
8,2009,12,3,GC09H380503,1,3,6,0,0,1,325,3123836,100.55367279052734
8,2009,6,4,GC09H390425,1,3,1,2,0,1,325,3126402,61.685394287109375
8,2009,5,3,GC09H390438,1,2,8,4,0,1,325,3126402,61.685394287109375
7,2009,27,1,GC09H470301,1,2,5,0,0,1,325,3123403,92.36283111572266
4,2012,20,5,GC12H170148,1,2,0,7,0,1,325,3126330,61.685394287109375
9,2009,7,1,SC09H190929,1,3,5,0,0,1,325,3143410,70.73999786376953
7,2009,23,4,SC09H200218,1,3,0,3,0,1,325,3154307,70.73999786376953
8,2009,17,1,SC09H230601,1,3,0,5,0,1,325,3142528,40.34000015258789
8,2009,6,4,SC09H240411,1,3,2,4,0,1,325,3142720,56.17293167114258
8,2009,3,1,SC09H240436,1,3,9,4,0,1,325,3142720,56.17293167114258
9,2009,16,3,SC09H241031,1,3,4,0,0,1,325,3154804,62.525001525878906
9,2009,14,1,SC09H241036,1,3,5,0,0,1,325,3154804,62.525001525878906
9,2009,16,3,SC09H241038,1,3,0,3,0,1,325,3154804,62.525001525878906
8,2009,20,4,SC09H250611,1,3,1,4,0,1,325,3154823,62.525001525878906
7,2009,28,2,SC09H290302,1,3,15,0,0,1,325,3141713,48.791046142578125
7,2009,24,5,SC09H300226,1,3,21,6,0,1,325,3142220,48.791046142578125
8,2009,19,3,SC09H300617,1,3,10,6,0,1,325,3141704,48.791046142578125
9,2009,17,4,SC09H301025,1,3,2,9,0,1,325,3141716,48.791046142578125
9,2009,1,2,SC09H310837,1,3,0,9,0,1,325,3142115,48.791046142578125
10,2011,27,4,SC11H020619,1,3,11,0,0,1,325,3142704,56.17293167114258
11,2011,16,3,SC11H050604,1,3,0,9,0,1,325,3154721,139.3040008544922
4,2012,27,5,SC12H180805,1,3,0,9,0,1,325,3142101,48.791046142578125
5,2012,10,4,SC12H200834,1,3,3,0,0,1,325,3154804,62.525001525878906
10,2010,15,5,VL10H010205,1,NA,1,0,0,1,325,3124509,92.36283111572266
10,2010,25,1,VL10H020411,1,NA,4,9,0,1,325,3124509,92.36283111572266
10,2010,27,3,VL10H020413,1,NA,10,0,0,1,325,3124509,92.36283111572266
6,2009,1,1,BNE09H010715,1,1,19,6,0,1,500,3136224,107.71222686767578
6,2009,5,5,BNE09H020719,1,2,22,3,0,1,500,3139211,189.06556701660156
6,2009,24,3,BNE09H041010,1,1,43,6,0,1,500,3104005,239.21212768554687
5,2009,25,1,BNE09H050636,1,1,19,3,0,1,500,3100319,174.229736328125
5,2009,18,1,BNE09H060508,1,1,20,5,0,1,500,3132917,139.85365295410156
6,2009,17,3,BNE09H060910,1,1,21,5,0,1,500,3101214,174.229736328125
6,2009,17,3,BNE09H060917,1,2,3,5,0,1,500,3101214,174.229736328125
6,2009,4,4,BNE09H070739,1,3,2,6,0,1,500,3132304,139.85365295410156
6,2009,23,2,BNE09H091002,1,2,5,5,0,1,500,3128405,92.913665771484375
5,2009,27,3,BNE09H120624,1,1,32,1,0,1,500,3105914,125.149658203125
4,2009,20,1,BNE09H130115,1,4,10,1,0,1,500,3102124,155.93975830078125
5,2009,27,3,BNE09H130638,1,1,53,3,0,1,500,3105918,125.149658203125
6,2009,22,1,BNE09H131022,1,3,15,5,0,1,500,3128711,92.913665771484375
5,2009,25,1,BNE09H140615,1,3,12,5,0,1,500,3105905,125.149658203125
7,2009,15,3,BNE09H320138,1,1,6,9,0,1,500,3136504,107.71222686767578
7,2009,24,5,BNE09H330212,1,3,0,7,0,1,500,3136808,107.71222686767578
9,2009,17,4,BNE09H331039,1,3,1,3,0,1,500,3136533,107.71222686767578
10,2011,26,3,BNE11H020253,1,1,41,2,0,1,500,3102514,239.21212768554687
11,2011,9,3,BNE11H040753,1,1,12,10,0,1,500,3137808,189.06556701660156
11,2011,14,1,BNE11H050216,1,3,0,10,0,1,500,3110406,167.88571166992187
11,2011,18,5,BNE11H050313,1,1,24,8,0,1,500,3100906,174.229736328125
11,2011,23,3,BNE11H060704,1,1,23,3,0,1,500,3100314,174.229736328125
1,2012,24,2,BNE12H070327,1,4,4,6,0,1,500,3112218,213.21212768554687
2,2012,14,2,BNE12H100224,1,3,10,7,0,1,500,3102806,239.21212768554687
2,2012,16,4,BNE12H100554,1,1,24,3,0,1,500,3128903,92.913665771484375
2,2012,17,5,BNE12H100834,1,1,5,5,0,1,500,3112618,213.21212768554687
3,2012,16,5,BNE12H140720,1,1,19,3,0,1,500,3108510,167.88571166992187
3,2012,13,2,BNE12H140738,1,2,1,6,0,1,500,3108510,167.88571166992187
3,2012,21,3,BNE12H150804,1,1,0,10,0,1,500,3110929,213.21212768554687
3,2012,27,2,BNE12H160139,1,3,0,1,0,1,500,3139404,189.06556701660156
4,2012,17,2,BNE12H170745,1,3,1,5,0,1,500,3100404,174.229736328125
4,2012,24,2,BNE12H180539,1,1,39,2,0,1,500,3133513,139.85365295410156
4,2012,30,1,BNE12H190102,1,2,5,8,0,1,500,3101329,174.229736328125
4,2012,30,1,BNE12H190623,1,3,4,1,0,1,500,3110813,125.149658203125
5,2012,9,3,BNE12H200751,1,1,20,11,0,1,500,3137331,107.71222686767578
7,2009,27,1,GC09H370308,1,1,26,7,0,1,500,3123608,100.55367279052734
7,2009,13,1,GC09H380136,1,1,14,3,0,1,500,3126517,61.685394287109375
7,2009,21,2,GC09H380237,1,1,21,1,0,1,500,3123820,100.55367279052734
9,2009,9,3,GC09H380931,1,2,20,4,0,1,500,3123839,100.55367279052734
7,2009,17,5,GC09H400112,1,1,3,7,0,1,500,3124810,61.685394287109375
7,2009,27,1,GC09H400315,1,3,0,6,0,1,500,3127045,100.55367279052734
7,2009,28,2,GC09H400316,1,3,6,6,0,1,500,3127045,100.55367279052734
7,2009,17,5,GC09H410133,1,1,4,3,0,1,500,3124706,61.685394287109375
8,2009,31,1,GC09H410815,1,2,1,8,0,1,500,3124627,61.685394287109375
8,2009,18,2,GC09H420630,1,1,3,5,0,1,500,3122403,100.55367279052734
8,2009,5,3,GC09H430417,1,1,21,10,0,1,500,3122811,100.55367279052734
7,2009,15,3,GC09H450124,1,3,4,6,0,1,500,3122602,92.36283111572266
8,2009,6,4,GC09H460425,1,1,3,4,0,1,500,3126216,92.36283111572266
9,2009,10,4,GC09H460918,1,1,30,7,0,1,500,3122625,92.36283111572266
8,2009,5,3,GC09H480410,1,1,22,3,0,1,500,3123122,92.36283111572266
9,2009,10,4,GC09H480918,1,1,6,9,0,1,500,3123204,92.36283111572266
10,2011,31,1,GC11H030730,1,3,1,1,0,1,500,3126136,61.685394287109375
11,2011,17,4,GC11H050526,1,1,19,8,0,1,500,3123330,92.36283111572266
11,2011,24,4,GC11H060405,1,1,25,3,0,1,500,3126314,61.685394287109375
11,2011,21,1,GC11H060444,1,1,25,6,0,1,500,3126314,61.685394287109375
2,2012,6,1,GC12H090309,1,1,13,1,0,1,500,3126516,61.685394287109375
2,2012,27,1,GC12H120244,1,1,4,6,0,1,500,3124836,61.685394287109375
3,2012,29,4,GC12H160447,1,2,4,2,0,1,500,3123829,100.55367279052734
3,2012,28,3,GC12H160452,1,1,21,2,0,1,500,3123829,100.55367279052734
4,2012,17,2,GC12H170138,1,1,4,6,0,1,500,3126330,61.685394287109375
8,2009,27,4,SC09H200725,1,1,8,3,0,1,500,3143802,70.73999786376953
9,2009,7,1,SC09H200915,1,1,0,2,0,1,500,3143402,70.73999786376953
7,2009,22,3,SC09H210217,1,3,1,11,0,1,500,3142521,40.34000015258789
8,2009,11,2,SC09H210530,1,1,9,7,0,1,500,3154816,62.525001525878906
9,2009,15,2,SC09H211002,1,1,21,2,0,1,500,3154702,139.3040008544922
7,2009,29,3,SC09H220310,1,1,3,6,0,1,500,3142605,40.34000015258789
8,2009,18,2,SC09H220609,1,2,0,6,0,1,500,3142505,40.34000015258789
9,2009,17,4,SC09H221004,1,1,3,11,0,1,500,3142515,40.34000015258789
8,2009,6,4,SC09H230404,1,2,14,6,0,1,500,3142740,56.17293167114258
8,2009,7,5,SC09H230426,1,3,2,6,0,1,500,3142729,56.17293167114258
8,2009,19,3,SC09H230610,1,1,3,6,0,1,500,3142532,40.34000015258789
8,2009,21,5,SC09H230633,1,1,5,2,0,1,500,3142532,40.34000015258789
7,2009,20,1,SC09H260222,1,1,2,3,0,1,500,3141509,56.17293167114258
8,2009,17,1,SC09H260636,1,1,29,3,0,1,500,3142738,56.17293167114258
7,2009,31,5,SC09H270340,1,1,16,2,0,1,500,3141440,56.17293167114258
7,2009,15,3,SC09H280124,1,1,28,2,0,1,500,3142403,48.791046142578125
8,2009,10,1,SC09H280508,1,1,7,10,0,1,500,3141720,48.791046142578125
8,2009,31,1,SC09H280822,1,3,1,6,0,1,500,3141604,56.17293167114258
7,2009,14,2,SC09H300137,1,1,12,6,0,1,500,3143921,91.434783935546875
9,2009,11,5,SC09H300940,1,3,12,10,0,1,500,3141914,48.791046142578125
4,2012,24,2,SC12H180315,1,3,0,1,0,1,500,3141421,56.17293167114258
4,2012,27,5,SC12H180335,1,3,2,9,0,1,500,3141421,56.17293167114258
9,2010,13,1,SF10H021036,1,3,0,4,0,1,500,3130311,92.913665771484375
10,2010,5,2,VL10H010109,1,NA,10,6,0,1,500,3124504,92.36283111572266
11,2010,11,4,VL10H020634,1,NA,4,10,0,1,500,3126117,61.685394287109375
6,2009,4,4,BNE09H020718,1,1,40,4,0,1,700,3139211,189.06556701660156
4,2009,27,1,BNE09H050201,1,1,21,9,0,1,700,3100143,174.229736328125
5,2009,1,5,BNE09H050233,1,3,14,6,0,1,700,3100130,174.229736328125
5,2009,8,5,BNE09H090312,1,1,28,5,0,1,700,3111806,125.149658203125
6,2009,16,2,BNE09H090902,1,1,12,8,0,1,700,3108904,167.88571166992187
5,2009,8,5,BNE09H100319,1,3,5,2,0,1,700,3105309,125.149658203125
5,2009,11,1,BNE09H100422,1,3,3,5,0,1,700,3105805,125.149658203125
5,2009,29,5,BNE09H100626,1,3,0,2,0,1,700,3111211,125.149658203125
6,2009,1,1,BNE09H100729,1,3,4,6,0,1,700,3113506,213.21212768554687
6,2009,22,1,BNE09H101029,1,2,22,3,0,1,700,3129215,92.913665771484375
6,2009,18,4,BNE09H110904,1,3,4,6,0,1,700,3108218,167.88571166992187
6,2009,17,3,BNE09H130903,1,1,25,10,0,1,700,3127609,130.4712677001953
5,2009,25,1,BNE09H140629,1,3,0,10,0,1,700,3105905,125.149658203125
6,2009,10,3,BNE09H160803,1,1,1,8,0,1,700,3127416,130.4712677001953
6,2009,22,1,BNE09H161015,1,1,18,2,0,1,700,3129314,92.913665771484375
6,2009,23,2,BNE09H171037,1,3,3,2,0,1,700,3129327,92.913665771484375
9,2009,15,2,BNE09H331002,1,3,4,5,0,1,700,3136533,107.71222686767578
9,2009,17,4,BNE09H331032,1,3,7,9,0,1,700,3136533,107.71222686767578
