choiceSituationID,alternative_id,choice,BICYCLES,CARS,HHID,HHINC,HHSIZE,HOME_SA1_2016,YEARSLIVED,AGE,SEX,CARLICENCE,STUDYING,ORIGPLACE1,DEPTIME,ORIG_SA1_2016,DEST_SA1_2016,OVERALL_PURPOSE,NETWORK_DIST,leg,cap_10nfree,tookPlane,mode_time,fare_cap_10,off_peak_discount,base_fare
0,1,1,4,3,BNE09H010233,3675.0,4,3154221,22,24,1,1,6,3,1090,3110513,3154221,8,37.3380012512207,2,0,0,35.0,0.0,0.0,1.92
0,2,0,4,3,BNE09H010233,3675.0,4,3154221,22,24,1,1,6,3,1090,3110513,3154221,8,37.3380012512207,2,0,0,35.0,0.0,0.0,0.0
0,3,0,4,3,BNE09H010233,3675.0,4,3154221,22,24,1,1,6,3,1090,3110513,3154221,8,37.3380012512207,2,0,0,23.1,0.0,0.0,0.0
0,4,0,4,3,BNE09H010233,3675.0,4,3154221,22,24,1,1,6,3,1090,3110513,3154221,8,37.3380012512207,2,0,0,175.0,0.0,0.0,0.0
0,5,0,4,3,BNE09H010233,3675.0,4,3154221,22,24,1,1,6,3,1090,3110513,3154221,8,37.3380012512207,2,0,0,1050.0,0.0,0.0,0.0
0,7,0,4,3,BNE09H010233,3675.0,4,3154221,22,24,1,1,6,3,1090,3110513,3154221,8,37.3380012512207,2,0,0,42.0,0.0,0.0,0.0
1,1,1,4,3,BNE09H010233,3675.0,4,3154221,22,24,1,1,6,3,1090,3110513,3154221,8,37.3380012512207,3,0,0,25.0,0.0,0.0,1.92
1,2,0,4,3,BNE09H010233,3675.0,4,3154221,22,24,1,1,6,3,1090,3110513,3154221,8,37.3380012512207,3,0,0,25.0,0.0,0.0,0.0
1,3,0,4,3,BNE09H010233,3675.0,4,3154221,22,24,1,1,6,3,1090,3110513,3154221,8,37.3380012512207,3,0,0,16.5,0.0,0.0,0.0
1,4,0,4,3,BNE09H010233,3675.0,4,3154221,22,24,1,1,6,3,1090,3110513,3154221,8,37.3380012512207,3,0,0,125.0,0.0,0.0,0.0
1,5,0,4,3,BNE09H010233,3675.0,4,3154221,22,24,1,1,6,3,1090,3110513,3154221,8,37.3380012512207,3,0,0,750.0,0.0,0.0,0.0
1,7,0,4,3,BNE09H010233,3675.0,4,3154221,22,24,1,1,6,3,1090,3110513,3154221,8,37.3380012512207,3,0,0,30.0,0.0,0.0,0.0
2,1,0,4,3,BNE09H010233,3675.0,4,3154221,22,24,1,1,6,3,1090,3110513,3154221,8,37.3380012512207,4,0,0,7.5,0.0,0.0,1.92
2,2,0,4,3,BNE09H010233,3675.0,4,3154221,22,24,1,1,6,3,1090,3110513,3154221,8,37.3380012512207,4,0,0,7.5,0.0,0.0,0.0
2,3,0,4,3,BNE09H010233,3675.0,4,3154221,22,24,1,1,6,3,1090,3110513,3154221,8,37.3380012512207,4,0,0,5.0,0.0,0.0,0.0
2,4,0,4,3,BNE09H010233,3675.0,4,3154221,22,24,1,1,6,3,1090,3110513,3154221,8,37.3380012512207,4,0,0,37.5,0.0,0.0,0.0
2,5,1,4,3,BNE09H010233,3675.0,4,3154221,22,24,1,1,6,3,1090,3110513,3154221,8,37.3380012512207,4,0,0,225.0,0.0,0.0,0.0
2,7,0,4,3,BNE09H010233,3675.0,4,3154221,22,24,1,1,6,3,1090,3110513,3154221,8,37.3380012512207,4,0,0,9.0,0.0,0.0,0.0
3,1,0,4,3,BNE09H010233,3675.0,4,3154221,22,24,1,1,6,2,1095,3154221,3137910,5,2.1700000762939453,1,0,0,7.5,0.0,0.0,1.92
3,2,1,4,3,BNE09H010233,3675.0,4,3154221,22,24,1,1,6,2,1095,3154221,3137910,5,2.1700000762939453,1,0,0,7.5,0.0,0.0,0.0
3,3,0,4,3,BNE09H010233,3675.0,4,3154221,22,24,1,1,6,2,1095,3154221,3137910,5,2.1700000762939453,1,0,0,5.0,0.0,0.0,0.0
3,4,0,4,3,BNE09H010233,3675.0,4,3154221,22,24,1,1,6,2,1095,3154221,3137910,5,2.1700000762939453,1,0,0,37.5,0.0,0.0,0.0
3,5,0,4,3,BNE09H010233,3675.0,4,3154221,22,24,1,1,6,2,1095,3154221,3137910,5,2.1700000762939453,1,0,0,225.0,0.0,0.0,0.0
3,7,0,4,3,BNE09H010233,3675.0,4,3154221,22,24,1,1,6,2,1095,3154221,3137910,5,2.1700000762939453,1,0,0,9.0,0.0,0.0,0.0
4,1,0,4,3,BNE09H010233,3675.0,4,3154221,22,24,1,1,6,1,1125,3137910,3154221,5,2.1700000762939453,1,0,0,7.5,0.0,0.0,1.92
4,2,1,4,3,BNE09H010233,3675.0,4,3154221,22,24,1,1,6,1,1125,3137910,3154221,5,2.1700000762939453,1,0,0,7.5,0.0,0.0,0.0
4,3,0,4,3,BNE09H010233,3675.0,4,3154221,22,24,1,1,6,1,1125,3137910,3154221,5,2.1700000762939453,1,0,0,5.0,0.0,0.0,0.0
4,4,0,4,3,BNE09H010233,3675.0,4,3154221,22,24,1,1,6,1,1125,3137910,3154221,5,2.1700000762939453,1,0,0,37.5,0.0,0.0,0.0
4,5,0,4,3,BNE09H010233,3675.0,4,3154221,22,24,1,1,6,1,1125,3137910,3154221,5,2.1700000762939453,1,0,0,225.0,0.0,0.0,0.0
4,7,0,4,3,BNE09H010233,3675.0,4,3154221,22,24,1,1,6,1,1125,3137910,3154221,5,2.1700000762939453,1,0,0,9.0,0.0,0.0,0.0
5,1,0,4,3,BNE09H010233,3675.0,4,3154221,22,24,1,1,6,2,1240,3154221,3104205,10,12.210000038146973,1,0,0,37.5,0.0,0.0,1.92
5,2,1,4,3,BNE09H010233,3675.0,4,3154221,22,24,1,1,6,2,1240,3154221,3104205,10,12.210000038146973,1,0,0,37.5,0.0,0.0,0.0
5,3,0,4,3,BNE09H010233,3675.0,4,3154221,22,24,1,1,6,2,1240,3154221,3104205,10,12.210000038146973,1,0,0,25.0,0.0,0.0,0.0
5,4,0,4,3,BNE09H010233,3675.0,4,3154221,22,24,1,1,6,2,1240,3154221,3104205,10,12.210000038146973,1,0,0,187.5,0.0,0.0,0.0
5,5,0,4,3,BNE09H010233,3675.0,4,3154221,22,24,1,1,6,2,1240,3154221,3104205,10,12.210000038146973,1,0,0,1125.0,0.0,0.0,0.0
5,7,0,4,3,BNE09H010233,3675.0,4,3154221,22,24,1,1,6,2,1240,3154221,3104205,10,12.210000038146973,1,0,0,45.0,0.0,0.0,0.0
6,1,0,4,3,BNE09H010233,3675.0,4,3154221,22,24,1,1,6,8,1350,3104205,3154217,10,11.119999885559082,1,0,0,45.0,0.0,0.0,1.92
6,2,1,4,3,BNE09H010233,3675.0,4,3154221,22,24,1,1,6,8,1350,3104205,3154217,10,11.119999885559082,1,0,0,45.0,0.0,0.0,0.0
6,3,0,4,3,BNE09H010233,3675.0,4,3154221,22,24,1,1,6,8,1350,3104205,3154217,10,11.119999885559082,1,0,0,30.0,0.0,0.0,0.0
6,4,0,4,3,BNE09H010233,3675.0,4,3154221,22,24,1,1,6,8,1350,3104205,3154217,10,11.119999885559082,1,0,0,225.0,0.0,0.0,0.0
6,5,0,4,3,BNE09H010233,3675.0,4,3154221,22,24,1,1,6,8,1350,3104205,3154217,10,11.119999885559082,1,0,0,1350.0,0.0,0.0,0.0
6,7,0,4,3,BNE09H010233,3675.0,4,3154221,22,24,1,1,6,8,1350,3104205,3154217,10,11.119999885559082,1,0,0,54.0,0.0,0.0,0.0
7,1,0,4,3,BNE09H010233,3675.0,4,3154221,22,24,1,1,6,2,1395,3154217,3137904,5,0.6700000166893005,1,0,0,3.0,0.0,0.0,1.92
7,2,1,4,3,BNE09H010233,3675.0,4,3154221,22,24,1,1,6,2,1395,3154217,3137904,5,0.6700000166893005,1,0,0,3.0,0.0,0.0,0.0
7,3,0,4,3,BNE09H010233,3675.0,4,3154221,22,24,1,1,6,2,1395,3154217,3137904,5,0.6700000166893005,1,0,0,2.0,0.0,0.0,0.0
7,4,0,4,3,BNE09H010233,3675.0,4,3154221,22,24,1,1,6,2,1395,3154217,3137904,5,0.6700000166893005,1,0,0,15.0,0.0,0.0,0.0
7,5,0,4,3,BNE09H010233,3675.0,4,3154221,22,24,1,1,6,2,1395,3154217,3137904,5,0.6700000166893005,1,0,0,90.0,0.0,0.0,0.0
7,7,0,4,3,BNE09H010233,3675.0,4,3154221,22,24,1,1,6,2,1395,3154217,3137904,5,0.6700000166893005,1,0,0,3.5999999999999996,0.0,0.0,0.0
8,1,1,1,1,BNE09H010301,0.0,1,3137333,4,22,1,1,4,2,999,3137333,3112622,6,47.51000213623047,2,0,0,45.0,0.0,0.0,1.92
8,2,0,1,1,BNE09H010301,0.0,1,3137333,4,22,1,1,4,2,999,3137333,3112622,6,47.51000213623047,2,0,0,45.0,0.0,0.0,0.0
8,3,0,1,1,BNE09H010301,0.0,1,3137333,4,22,1,1,4,2,999,3137333,3112622,6,47.51000213623047,2,0,0,29.700000000000003,0.0,0.0,0.0
8,4,0,1,1,BNE09H010301,0.0,1,3137333,4,22,1,1,4,2,999,3137333,3112622,6,47.51000213623047,2,0,0,225.0,0.0,0.0,0.0
8,5,0,1,1,BNE09H010301,0.0,1,3137333,4,22,1,1,4,2,999,3137333,3112622,6,47.51000213623047,2,0,0,1350.0,0.0,0.0,0.0
8,7,0,1,1,BNE09H010301,0.0,1,3137333,4,22,1,1,4,2,999,3137333,3112622,6,47.51000213623047,2,0,0,54.0,0.0,0.0,0.0
9,1,0,1,1,BNE09H010301,0.0,1,3137333,4,22,1,1,4,2,999,3137333,3112622,6,47.51000213623047,3,0,0,12.0,0.0,0.0,1.92
9,2,0,1,1,BNE09H010301,0.0,1,3137333,4,22,1,1,4,2,999,3137333,3112622,6,47.51000213623047,3,0,0,12.0,0.0,0.0,0.0
9,3,0,1,1,BNE09H010301,0.0,1,3137333,4,22,1,1,4,2,999,3137333,3112622,6,47.51000213623047,3,0,0,8.0,0.0,0.0,0.0
9,4,0,1,1,BNE09H010301,0.0,1,3137333,4,22,1,1,4,2,999,3137333,3112622,6,47.51000213623047,3,0,0,60.0,0.0,0.0,0.0
9,5,1,1,1,BNE09H010301,0.0,1,3137333,4,22,1,1,4,2,999,3137333,3112622,6,47.51000213623047,3,0,0,360.0,0.0,0.0,0.0
9,7,0,1,1,BNE09H010301,0.0,1,3137333,4,22,1,1,4,2,999,3137333,3112622,6,47.51000213623047,3,0,0,14.399999999999999,0.0,0.0,0.0
10,1,1,1,1,BNE09H010301,0.0,1,3137333,4,22,1,1,4,2,999,3137333,3112622,6,47.51000213623047,4,0,0,10.0,0.0,0.0,1.92
10,2,0,1,1,BNE09H010301,0.0,1,3137333,4,22,1,1,4,2,999,3137333,3112622,6,47.51000213623047,4,0,0,10.0,0.0,0.0,0.0
10,3,0,1,1,BNE09H010301,0.0,1,3137333,4,22,1,1,4,2,999,3137333,3112622,6,47.51000213623047,4,0,0,6.6000000000000005,0.0,0.0,0.0
10,4,0,1,1,BNE09H010301,0.0,1,3137333,4,22,1,1,4,2,999,3137333,3112622,6,47.51000213623047,4,0,0,50.0,0.0,0.0,0.0
10,5,0,1,1,BNE09H010301,0.0,1,3137333,4,22,1,1,4,2,999,3137333,3112622,6,47.51000213623047,4,0,0,300.0,0.0,0.0,0.0
10,7,0,1,1,BNE09H010301,0.0,1,3137333,4,22,1,1,4,2,999,3137333,3112622,6,47.51000213623047,4,0,0,12.0,0.0,0.0,0.0
11,1,0,1,1,BNE09H010301,0.0,1,3137333,4,22,1,1,4,2,999,3137333,3112622,6,47.51000213623047,5,0,0,4.5,0.0,0.0,1.92
11,2,0,1,1,BNE09H010301,0.0,1,3137333,4,22,1,1,4,2,999,3137333,3112622,6,47.51000213623047,5,0,0,4.5,0.0,0.0,0.0
11,3,0,1,1,BNE09H010301,0.0,1,3137333,4,22,1,1,4,2,999,3137333,3112622,6,47.51000213623047,5,0,0,3.0,0.0,0.0,0.0
11,4,0,1,1,BNE09H010301,0.0,1,3137333,4,22,1,1,4,2,999,3137333,3112622,6,47.51000213623047,5,0,0,22.5,0.0,0.0,0.0
11,5,1,1,1,BNE09H010301,0.0,1,3137333,4,22,1,1,4,2,999,3137333,3112622,6,47.51000213623047,5,0,0,135.0,0.0,0.0,0.0
11,7,0,1,1,BNE09H010301,0.0,1,3137333,4,22,1,1,4,2,999,3137333,3112622,6,47.51000213623047,5,0,0,5.3999999999999995,0.0,0.0,0.0
12,1,1,0,1,BNE09H010409,1400.0,3,3137529,0,27,2,1,6,2,1000,3137529,3113309,8,43.76000213623047,2,0,0,53.0,0.0,0.0,1.92
12,2,0,0,1,BNE09H010409,1400.0,3,3137529,0,27,2,1,6,2,1000,3137529,3113309,8,43.76000213623047,2,0,0,53.0,0.0,0.0,0.0
12,3,0,0,1,BNE09H010409,1400.0,3,3137529,0,27,2,1,6,2,1000,3137529,3113309,8,43.76000213623047,2,0,0,34.980000000000004,0.0,0.0,0.0
12,4,0,0,1,BNE09H010409,1400.0,3,3137529,0,27,2,1,6,2,1000,3137529,3113309,8,43.76000213623047,2,0,0,265.0,0.0,0.0,0.0
12,5,0,0,1,BNE09H010409,1400.0,3,3137529,0,27,2,1,6,2,1000,3137529,3113309,8,43.76000213623047,2,0,0,1590.0,0.0,0.0,0.0
12,7,0,0,1,BNE09H010409,1400.0,3,3137529,0,27,2,1,6,2,1000,3137529,3113309,8,43.76000213623047,2,0,0,63.599999999999994,0.0,0.0,0.0
13,1,0,0,1,BNE09H010409,1400.0,3,3137529,0,27,2,1,6,2,1000,3137529,3113309,8,43.76000213623047,3,0,0,9.0,0.0,0.0,1.92
13,2,0,0,1,BNE09H010409,1400.0,3,3137529,0,27,2,1,6,2,1000,3137529,3113309,8,43.76000213623047,3,0,0,9.0,0.0,0.0,0.0
13,3,0,0,1,BNE09H010409,1400.0,3,3137529,0,27,2,1,6,2,1000,3137529,3113309,8,43.76000213623047,3,0,0,6.0,0.0,0.0,0.0
13,4,0,0,1,BNE09H010409,1400.0,3,3137529,0,27,2,1,6,2,1000,3137529,3113309,8,43.76000213623047,3,0,0,45.0,0.0,0.0,0.0
13,5,1,0,1,BNE09H010409,1400.0,3,3137529,0,27,2,1,6,2,1000,3137529,3113309,8,43.76000213623047,3,0,0,270.0,0.0,0.0,0.0
13,7,0,0,1,BNE09H010409,1400.0,3,3137529,0,27,2,1,6,2,1000,3137529,3113309,8,43.76000213623047,3,0,0,10.799999999999999,0.0,0.0,0.0
14,1,1,0,0,BNE09H010415,1850.0,2,3137529,14,54,1,1,6,3,-2,3111220,3137529,8,44.72600173950195,5,0,0,15.0,0.0,0.0,1.92
14,2,0,0,0,BNE09H010415,1850.0,2,3137529,14,54,1,1,6,3,-2,3111220,3137529,8,44.72600173950195,5,0,0,15.0,0.0,0.0,0.0
14,3,0,0,0,BNE09H010415,1850.0,2,3137529,14,54,1,1,6,3,-2,3111220,3137529,8,44.72600173950195,5,0,0,9.9,0.0,0.0,0.0
14,4,0,0,0,BNE09H010415,1850.0,2,3137529,14,54,1,1,6,3,-2,3111220,3137529,8,44.72600173950195,5,0,0,75.0,0.0,0.0,0.0
14,5,0,0,0,BNE09H010415,1850.0,2,3137529,14,54,1,1,6,3,-2,3111220,3137529,8,44.72600173950195,5,0,0,450.0,0.0,0.0,0.0
14,7,0,0,0,BNE09H010415,1850.0,2,3137529,14,54,1,1,6,3,-2,3111220,3137529,8,44.72600173950195,5,0,0,18.0,0.0,0.0,0.0
15,1,0,0,0,BNE09H010415,1850.0,2,3137529,14,54,1,1,6,3,-2,3111220,3137529,8,44.72600173950195,6,0,0,6.0,0.0,0.0,1.92
15,2,0,0,0,BNE09H010415,1850.0,2,3137529,14,54,1,1,6,3,-2,3111220,3137529,8,44.72600173950195,6,0,0,6.0,0.0,0.0,0.0
15,3,0,0,0,BNE09H010415,1850.0,2,3137529,14,54,1,1,6,3,-2,3111220,3137529,8,44.72600173950195,6,0,0,4.0,0.0,0.0,0.0
15,4,0,0,0,BNE09H010415,1850.0,2,3137529,14,54,1,1,6,3,-2,3111220,3137529,8,44.72600173950195,6,0,0,30.0,0.0,0.0,0.0
15,5,1,0,0,BNE09H010415,1850.0,2,3137529,14,54,1,1,6,3,-2,3111220,3137529,8,44.72600173950195,6,0,0,180.0,0.0,0.0,0.0
15,7,0,0,0,BNE09H010415,1850.0,2,3137529,14,54,1,1,6,3,-2,3111220,3137529,8,44.72600173950195,6,0,0,7.199999999999999,0.0,0.0,0.0
16,1,0,0,0,BNE09H010415,1850.0,2,3137529,14,54,1,1,6,2,935,3137529,3111220,8,41.36999893188477,1,0,0,67.5,0.0,0.0,1.92
16,2,0,0,0,BNE09H010415,1850.0,2,3137529,14,54,1,1,6,2,935,3137529,3111220,8,41.36999893188477,1,0,0,67.5,0.0,0.0,0.0
16,3,1,0,0,BNE09H010415,1850.0,2,3137529,14,54,1,1,6,2,935,3137529,3111220,8,41.36999893188477,1,0,0,45.0,0.0,0.0,0.0
16,4,0,0,0,BNE09H010415,1850.0,2,3137529,14,54,1,1,6,2,935,3137529,3111220,8,41.36999893188477,1,0,0,337.5,0.0,0.0,0.0
16,5,0,0,0,BNE09H010415,1850.0,2,3137529,14,54,1,1,6,2,935,3137529,3111220,8,41.36999893188477,1,0,0,2025.0,0.0,0.0,0.0
16,7,0,0,0,BNE09H010415,1850.0,2,3137529,14,54,1,1,6,2,935,3137529,3111220,8,41.36999893188477,1,0,0,81.0,0.0,0.0,0.0
17,1,1,2,1,BNE09H010417,1450.0,2,3137529,2,31,1,1,6,2,1022,3137529,3139421,8,18.450000762939453,2,0,0,14.0,0.0,0.0,1.92
17,2,0,2,1,BNE09H010417,1450.0,2,3137529,2,31,1,1,6,2,1022,3137529,3139421,8,18.450000762939453,2,0,0,14.0,0.0,0.0,0.0
17,3,0,2,1,BNE09H010417,1450.0,2,3137529,2,31,1,1,6,2,1022,3137529,3139421,8,18.450000762939453,2,0,0,9.24,0.0,0.0,0.0
17,4,0,2,1,BNE09H010417,1450.0,2,3137529,2,31,1,1,6,2,1022,3137529,3139421,8,18.450000762939453,2,0,0,70.0,0.0,0.0,0.0
17,5,0,2,1,BNE09H010417,1450.0,2,3137529,2,31,1,1,6,2,1022,3137529,3139421,8,18.450000762939453,2,0,0,420.0,0.0,0.0,0.0
17,7,0,2,1,BNE09H010417,1450.0,2,3137529,2,31,1,1,6,2,1022,3137529,3139421,8,18.450000762939453,2,0,0,16.8,0.0,0.0,0.0
18,1,1,2,1,BNE09H010417,1450.0,2,3137529,2,31,1,1,6,2,1022,3137529,3139421,8,18.450000762939453,3,0,0,14.0,0.0,0.0,1.92
18,2,0,2,1,BNE09H010417,1450.0,2,3137529,2,31,1,1,6,2,1022,3137529,3139421,8,18.450000762939453,3,0,0,14.0,0.0,0.0,0.0
18,3,0,2,1,BNE09H010417,1450.0,2,3137529,2,31,1,1,6,2,1022,3137529,3139421,8,18.450000762939453,3,0,0,9.24,0.0,0.0,0.0
18,4,0,2,1,BNE09H010417,1450.0,2,3137529,2,31,1,1,6,2,1022,3137529,3139421,8,18.450000762939453,3,0,0,70.0,0.0,0.0,0.0
18,5,0,2,1,BNE09H010417,1450.0,2,3137529,2,31,1,1,6,2,1022,3137529,3139421,8,18.450000762939453,3,0,0,420.0,0.0,0.0,0.0
18,7,0,2,1,BNE09H010417,1450.0,2,3137529,2,31,1,1,6,2,1022,3137529,3139421,8,18.450000762939453,3,0,0,16.8,0.0,0.0,0.0
19,1,0,2,1,BNE09H010417,1450.0,2,3137529,2,31,1,1,6,2,1022,3137529,3139421,8,18.450000762939453,4,0,0,9.0,0.0,0.0,1.92
19,2,0,2,1,BNE09H010417,1450.0,2,3137529,2,31,1,1,6,2,1022,3137529,3139421,8,18.450000762939453,4,0,0,9.0,0.0,0.0,0.0
19,3,0,2,1,BNE09H010417,1450.0,2,3137529,2,31,1,1,6,2,1022,3137529,3139421,8,18.450000762939453,4,0,0,6.0,0.0,0.0,0.0
19,4,0,2,1,BNE09H010417,1450.0,2,3137529,2,31,1,1,6,2,1022,3137529,3139421,8,18.450000762939453,4,0,0,45.0,0.0,0.0,0.0
19,5,1,2,1,BNE09H010417,1450.0,2,3137529,2,31,1,1,6,2,1022,3137529,3139421,8,18.450000762939453,4,0,0,270.0,0.0,0.0,0.0
19,7,0,2,1,BNE09H010417,1450.0,2,3137529,2,31,1,1,6,2,1022,3137529,3139421,8,18.450000762939453,4,0,0,10.799999999999999,0.0,0.0,0.0
20,1,1,4,3,BNE09H010508,1975.0,5,3137339,4,13,2,5,2,2,910,3137339,3137335,6,0.6369999647140503,2,0,0,48.0,0.0,0.0,1.92
20,3,0,4,3,BNE09H010508,1975.0,5,3137339,4,13,2,5,2,2,910,3137339,3137335,6,0.6369999647140503,2,0,0,31.68,0.0,0.0,0.0
20,4,0,4,3,BNE09H010508,1975.0,5,3137339,4,13,2,5,2,2,910,3137339,3137335,6,0.6369999647140503,2,0,0,240.0,0.0,0.0,0.0
20,5,0,4,3,BNE09H010508,1975.0,5,3137339,4,13,2,5,2,2,910,3137339,3137335,6,0.6369999647140503,2,0,0,1440.0,0.0,0.0,0.0
20,7,0,4,3,BNE09H010508,1975.0,5,3137339,4,13,2,5,2,2,910,3137339,3137335,6,0.6369999647140503,2,0,0,57.599999999999994,0.0,0.0,0.0
21,1,1,1,1,BNE09H011002,525.0,2,3136703,10,73,2,1,6,2,1005,3136703,3110513,8,58.79800033569336,2,0,0,70.0,0.0,0.0,1.92
21,2,0,1,1,BNE09H011002,525.0,2,3136703,10,73,2,1,6,2,1005,3136703,3110513,8,58.79800033569336,2,0,0,70.0,0.0,0.0,0.0
21,3,0,1,1,BNE09H011002,525.0,2,3136703,10,73,2,1,6,2,1005,3136703,3110513,8,58.79800033569336,2,0,0,46.2,0.0,0.0,0.0
21,4,0,1,1,BNE09H011002,525.0,2,3136703,10,73,2,1,6,2,1005,3136703,3110513,8,58.79800033569336,2,0,0,350.0,0.0,0.0,0.0
21,5,0,1,1,BNE09H011002,525.0,2,3136703,10,73,2,1,6,2,1005,3136703,3110513,8,58.79800033569336,2,0,0,2100.0,0.0,0.0,0.0
21,7,0,1,1,BNE09H011002,525.0,2,3136703,10,73,2,1,6,2,1005,3136703,3110513,8,58.79800033569336,2,0,0,84.0,0.0,0.0,0.0
22,1,1,1,1,BNE09H011002,525.0,2,3136703,10,73,2,1,6,2,1005,3136703,3110513,8,58.79800033569336,3,0,0,10.0,0.0,0.0,1.92
22,2,0,1,1,BNE09H011002,525.0,2,3136703,10,73,2,1,6,2,1005,3136703,3110513,8,58.79800033569336,3,0,0,10.0,0.0,0.0,0.0
22,3,0,1,1,BNE09H011002,525.0,2,3136703,10,73,2,1,6,2,1005,3136703,3110513,8,58.79800033569336,3,0,0,6.6000000000000005,0.0,0.0,0.0
22,4,0,1,1,BNE09H011002,525.0,2,3136703,10,73,2,1,6,2,1005,3136703,3110513,8,58.79800033569336,3,0,0,50.0,0.0,0.0,0.0
22,5,0,1,1,BNE09H011002,525.0,2,3136703,10,73,2,1,6,2,1005,3136703,3110513,8,58.79800033569336,3,0,0,300.0,0.0,0.0,0.0
22,7,0,1,1,BNE09H011002,525.0,2,3136703,10,73,2,1,6,2,1005,3136703,3110513,8,58.79800033569336,3,0,0,12.0,0.0,0.0,0.0
23,1,0,1,1,BNE09H011002,525.0,2,3136703,10,73,2,1,6,2,1005,3136703,3110513,8,58.79800033569336,4,0,0,7.5,0.0,0.0,1.92
23,2,0,1,1,BNE09H011002,525.0,2,3136703,10,73,2,1,6,2,1005,3136703,3110513,8,58.79800033569336,4,0,0,7.5,0.0,0.0,0.0
23,3,0,1,1,BNE09H011002,525.0,2,3136703,10,73,2,1,6,2,1005,3136703,3110513,8,58.79800033569336,4,0,0,5.0,0.0,0.0,0.0
23,4,0,1,1,BNE09H011002,525.0,2,3136703,10,73,2,1,6,2,1005,3136703,3110513,8,58.79800033569336,4,0,0,37.5,0.0,0.0,0.0
23,5,1,1,1,BNE09H011002,525.0,2,3136703,10,73,2,1,6,2,1005,3136703,3110513,8,58.79800033569336,4,0,0,225.0,0.0,0.0,0.0
23,7,0,1,1,BNE09H011002,525.0,2,3136703,10,73,2,1,6,2,1005,3136703,3110513,8,58.79800033569336,4,0,0,9.0,0.0,0.0,0.0
24,1,1,4,2,BNE09H011003,1525.0,3,3136703,15,14,2,5,2,2,895,3136703,3136331,6,30.470001220703125,2,0,0,25.0,0.0,0.0,1.92
24,3,0,4,2,BNE09H011003,1525.0,3,3136703,15,14,2,5,2,2,895,3136703,3136331,6,30.470001220703125,2,0,0,16.5,0.0,0.0,0.0
24,4,0,4,2,BNE09H011003,1525.0,3,3136703,15,14,2,5,2,2,895,3136703,3136331,6,30.470001220703125,2,0,0,125.0,0.0,0.0,0.0
24,5,0,4,2,BNE09H011003,1525.0,3,3136703,15,14,2,5,2,2,895,3136703,3136331,6,30.470001220703125,2,0,0,750.0,0.0,0.0,0.0
24,7,0,4,2,BNE09H011003,1525.0,3,3136703,15,14,2,5,2,2,895,3136703,3136331,6,30.470001220703125,2,0,0,30.0,0.0,0.0,0.0
25,1,1,4,2,BNE09H011003,1525.0,3,3136703,15,14,2,5,2,2,895,3136703,3136331,6,30.470001220703125,3,0,0,10.0,0.0,0.0,1.92
25,3,0,4,2,BNE09H011003,1525.0,3,3136703,15,14,2,5,2,2,895,3136703,3136331,6,30.470001220703125,3,0,0,6.6000000000000005,0.0,0.0,0.0
25,4,0,4,2,BNE09H011003,1525.0,3,3136703,15,14,2,5,2,2,895,3136703,3136331,6,30.470001220703125,3,0,0,50.0,0.0,0.0,0.0
25,5,0,4,2,BNE09H011003,1525.0,3,3136703,15,14,2,5,2,2,895,3136703,3136331,6,30.470001220703125,3,0,0,300.0,0.0,0.0,0.0
25,7,0,4,2,BNE09H011003,1525.0,3,3136703,15,14,2,5,2,2,895,3136703,3136331,6,30.470001220703125,3,0,0,12.0,0.0,0.0,0.0
26,1,1,0,1,BNE09H020117,1400.0,2,3103511,1,31,2,1,6,2,1022,3103511,3111512,8,21.013999938964844,2,0,0,28.0,0.0,0.0,1.92
26,2,0,0,1,BNE09H020117,1400.0,2,3103511,1,31,2,1,6,2,1022,3103511,3111512,8,21.013999938964844,2,0,0,28.0,0.0,0.0,0.0
26,3,0,0,1,BNE09H020117,1400.0,2,3103511,1,31,2,1,6,2,1022,3103511,3111512,8,21.013999938964844,2,0,0,18.48,0.0,0.0,0.0
26,4,0,0,1,BNE09H020117,1400.0,2,3103511,1,31,2,1,6,2,1022,3103511,3111512,8,21.013999938964844,2,0,0,140.0,0.0,0.0,0.0
26,5,0,0,1,BNE09H020117,1400.0,2,3103511,1,31,2,1,6,2,1022,3103511,3111512,8,21.013999938964844,2,0,0,840.0,0.0,0.0,0.0
26,7,0,0,1,BNE09H020117,1400.0,2,3103511,1,31,2,1,6,2,1022,3103511,3111512,8,21.013999938964844,2,0,0,33.6,0.0,0.0,0.0
27,1,0,0,1,BNE09H020117,1400.0,2,3103511,1,31,2,1,6,2,1022,3103511,3111512,8,21.013999938964844,3,0,0,4.5,0.0,0.0,1.92
27,2,0,0,1,BNE09H020117,1400.0,2,3103511,1,31,2,1,6,2,1022,3103511,3111512,8,21.013999938964844,3,0,0,4.5,0.0,0.0,0.0
27,3,0,0,1,BNE09H020117,1400.0,2,3103511,1,31,2,1,6,2,1022,3103511,3111512,8,21.013999938964844,3,0,0,3.0,0.0,0.0,0.0
27,4,0,0,1,BNE09H020117,1400.0,2,3103511,1,31,2,1,6,2,1022,3103511,3111512,8,21.013999938964844,3,0,0,22.5,0.0,0.0,0.0
27,5,1,0,1,BNE09H020117,1400.0,2,3103511,1,31,2,1,6,2,1022,3103511,3111512,8,21.013999938964844,3,0,0,135.0,0.0,0.0,0.0
